Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Weather_Month,Fire_Month,Fires_Ontario_Total
ORANGEVILLE MOE,13.0,29.0,-2.0,0.0,79.2,6.8,2001,May,June,267
OSHAWA WPCP,13.5,27.0,2.0,0.0,91.1,1.8,2001,May,June,267
OAKVILLE GERARD,12.6,22.5,3.5,0.0,103.5,0.0,2001,May,June,267
POINT PETRE (AUT),11.6,21.1,3.0,,53.8,0.0,2001,May,June,267
PONTYPOOL,13.1,28.5,-3.0,0.0,121.1,6.9,2001,May,June,267
PORT PERRY NONQUON,14.0,30.0,-2.0,0.0,96.7,6.3,2001,May,June,267
RICHMOND HILL,14.5,30.0,1.5,0.0,97.2,9.8,2001,May,June,267
SANDHILL,,,,0.0,90.0,,2001,May,June,267
STIRLING,,,,0.0,55.8,,2001,May,June,267
THORNHILL GRANDVIEW,,,,0.0,115.2,,2001,May,June,267
TORONTO,15.2,30.5,5.8,0.0,127.8,14.6,2001,May,June,267
TORONTO ISLAND A,12.7,25.4,4.7,,130.0,0.0,2001,May,June,267
TORONTO LESTER B. PEARSON INT'L A,14.8,30.6,2.8,0.0,92.2,12.2,2001,May,June,267
TRENTON A,14.1,27.6,0.8,0.0,44.6,4.4,2001,May,June,267
WOODBRIDGE,14.8,31.0,0.0,0.0,97.8,13.1,2001,May,June,267
WOOLER,13.8,30.5,-2.0,0.0,57.8,9.3,2001,May,June,267
MOUNTAINVIEW,14.4,27.0,3.0,0.0,43.2,3.6,2001,May,June,267
TORONTO BUTTONVILLE A,14.2,30.8,0.6,0.0,95.0,8.0,2001,May,June,267
NEWMARKET 3,,,,0.0,96.8,,2001,May,June,267
OAKVILLE SOUTHEAST WPCP,13.2,32.0,3.0,0.0,95.5,10.5,2001,May,June,267
NAPANEE,14.3,30.0,-2.0,0.0,51.4,5.5,2001,May,June,267
TORONTO NORTH YORK,14.2,30.5,2.5,0.0,111.2,8.6,2001,May,June,267
BOLTON NORTH,13.5,29.0,-1.0,0.0,95.5,7.6,2001,May,June,267
HALIBURTON 3,12.9,29.0,-2.5,0.0,78.2,1.8,2001,May,June,267
LINDSAY FROST,14.0,29.0,0.5,0.0,77.2,6.5,2001,May,June,267
MINDEN,13.5,30.0,-2.5,0.0,96.3,2.1,2001,May,June,267
NORWOOD,13.5,29.5,-2.5,0.0,64.2,4.6,2001,May,June,267
PETERBOROUGH A,13.2,30.1,-2.0,0.0,81.0,3.2,2001,May,June,267
PETERBOROUGH TRENT U,14.3,29.5,-0.5,0.0,120.0,6.1,2001,May,June,267
BANCROFT AUTO,11.5,28.4,-4.3,,59.0,1.6,2001,May,June,267
WARSAW,,,,0.0,80.6,,2001,May,June,267
ATTAWAPISKAT A,4.8,20.8,-5.1,,27.6,0.0,2015,May,June,132
BIG TROUT LAKE A,4.9,22.2,-7.7,,21.2,0.0,2015,May,June,132
BIG TROUT LAKE,5.0,22.5,-8.0,,41.5,0.0,2015,May,June,132
EAR FALLS (AUT),9.0,26.6,-3.4,,95.6,0.6,2015,May,June,132
FORT SEVERN A,1.8,23.1,-8.0,,14.4,0.0,2015,May,June,132
LANSDOWNE HOUSE (AUT),6.5,27.7,-5.9,,92.9,0.0,2015,May,June,132
MUSKRAT DAM,6.3,25.5,-6.4,,42.5,0.0,2015,May,June,132
PEAWANUCK (AUT),2.5,20.0,-6.1,,33.4,0.0,2015,May,June,132
PICKLE LAKE (AUT),8.2,27.0,-5.5,,107.0,1.5,2015,May,June,132
PICKLE LAKE A,8.5,26.9,-5.6,,,1.4,2015,May,June,132
RED LAKE A,8.9,27.1,-5.3,,,0.0,2015,May,June,132
SANDY LAKE A,7.5,26.9,-5.0,,44.7,0.0,2015,May,June,132
BARWICK,10.2,27.0,-3.0,0.1,148.2,0.0,2015,May,June,132
ATIKOKAN (AUT),9.8,26.7,-4.3,,108.8,0.0,2015,May,June,132
FORT FRANCES RCS,10.0,27.0,-2.7,,124.6,0.0,2015,May,June,132
MINE CENTRE SOUTHWEST,10.1,26.5,-4.0,4.5,117.3,0.0,2015,May,June,132
DRYDEN REGIONAL,10.2,27.2,-2.3,,75.3,3.5,2015,May,June,132
KENORA RCS,10.4,26.8,-2.4,,108.0,3.8,2015,May,June,132
KENORA A,10.7,27.6,-2.4,5.0,136.8,7.7,2015,May,June,132
SIOUX LOOKOUT A,9.0,26.2,-3.7,17.8,142.4,0.5,2015,May,June,132
ARMSTRONG (AUT),7.3,26.0,-7.5,,121.0,0.0,2015,May,June,132
CAMERON FALLS (AUT),7.9,26.6,-3.3,,74.8,0.0,2015,May,June,132
CARIBOU ISLAND (AUT),5.4,11.7,0.4,,,0.0,2015,May,June,132
GERALDTON A,9.4,26.0,-7.1,0.6,65.8,0.0,2015,May,June,132
PUKASKWA (AUT),7.5,24.4,-3.9,,45.7,0.0,2015,May,June,132
THUNDER BAY,8.7,27.8,-3.0,,99.9,0.0,2015,May,June,132
THUNDER BAY BURWOOD,9.1,29.0,-2.5,0.0,83.3,0.0,2015,May,June,132
THUNDER BAY CS,9.1,28.5,-4.4,,101.6,0.0,2015,May,June,132
UPSALA (AUT),9.0,26.7,-4.4,,102.6,0.0,2015,May,June,132
WELCOME ISLAND (AUT),7.4,26.5,-0.2,,,0.0,2015,May,June,132
LITTLE FLATLAND ISLAND (AUT),6.0,20.3,-2.0,,,0.0,2015,May,June,132
LAKE SUPERIOR PROVINCIAL PARK,8.9,25.3,-4.1,,148.0,0.0,2015,May,June,132
SAULT STE MARIE A,10.2,28.6,-5.0,0.0,62.8,1.1,2015,May,June,132
WAWA A,8.3,25.8,-2.8,,,0.0,2015,May,June,132
KILLARNEY (AUT),10.3,19.3,2.0,,,0.0,2015,May,June,132
CHAPLEAU A,10.6,27.8,-4.0,,,4.7,2015,May,June,132
MASSEY,12.3,25.0,-2.5,0.0,117.8,1.8,2015,May,June,132
MONETVILLE 2,12.9,26.6,-2.5,0.0,105.1,6.2,2015,May,June,132
SUDBURY CLIMATE,12.3,27.3,-1.7,,110.3,6.1,2015,May,June,132
SUDBURY A,12.5,27.2,-1.9,0.0,110.6,6.1,2015,May,June,132
BONNER LAKE,9.9,27.5,-4.0,3.0,121.5,2.8,2015,May,June,132
EARLTON A,11.5,27.6,-2.7,,52.5,6.3,2015,May,June,132
EARLTON CLIMATE,11.6,27.9,-4.4,,57.2,6.1,2015,May,June,132
KAPUSKASING A,9.5,28.3,-3.4,11.2,90.4,0.0,2015,May,June,132
KAPUSKASING CDA ON,10.6,26.1,-4.4,,34.7,0.0,2015,May,June,132
KIRKLAND LAKE CS,10.7,27.4,-2.3,,92.4,4.2,2015,May,June,132
MOOSONEE,6.6,27.2,-3.8,,71.1,0.0,2015,May,June,132
MOOSONEE UA,6.4,27.0,-5.5,2.2,59.4,0.0,2015,May,June,132
MOOSONEE RCS,6.4,27.2,-3.7,,66.7,0.0,2015,May,June,132
NAGAGAMI (AUT),9.0,27.5,-5.6,,50.5,0.0,2015,May,June,132
OGOKI POST A,7.8,26.3,-4.5,,73.7,0.0,2015,May,June,132
TIMMINS CLIMATE,10.1,28.3,-3.7,,101.8,0.9,2015,May,June,132
TIMMINS A,10.1,28.2,-3.7,0.0,,1.1,2015,May,June,132
ALGONQUIN PARK EAST GATE,12.5,29.4,-5.9,,98.3,9.8,2015,May,June,132
NORTH BAY A,12.1,28.6,-3.0,,79.1,8.1,2015,May,June,132
GORE BAY CLIMATE,11.6,23.2,1.0,,113.6,0.0,2015,May,June,132
GREAT DUCK ISLAND (AUT),8.4,18.4,1.0,,,0.0,2015,May,June,132
SANDFIELD,12.0,24.0,-1.0,0.0,151.4,0.0,2015,May,June,132
APPLETON,15.8,30.0,-2.5,0.0,57.6,26.7,2015,May,June,132
BROCKVILLE CLIMATE,15.6,29.6,-2.4,,30.6,20.3,2015,May,June,132
BROCKVILLE PCC,16.0,29.0,1.0,0.0,46.5,22.2,2015,May,June,132
CHALK RIVER AECL,15.0,30.5,0.0,0.0,54.6,14.5,2015,May,June,132
CORNWALL,17.0,30.5,0.5,0.0,57.8,39.5,2015,May,June,132
DRUMMOND CENTRE,15.8,30.5,-1.5,0.0,70.0,23.9,2015,May,June,132
HARTINGTON IHD,16.0,29.0,-2.0,0.0,49.2,23.7,2015,May,June,132
KEMPTVILLE CS,15.5,29.6,-1.7,,51.4,23.0,2015,May,June,132
KINGSTON CLIMATE,13.5,24.7,-2.2,,23.8,1.3,2015,May,June,132
OMPAH-SEITZ,15.4,30.0,-2.5,0.0,76.2,24.3,2015,May,June,132
OTTAWA CDA,16.4,29.9,0.5,0.0,65.0,33.3,2015,May,June,132
OTTAWA CDA RCS,15.8,29.8,0.7,,60.7,23.5,2015,May,June,132
OTTAWA INTL A,15.8,30.7,-2.8,0.0,62.2,25.3,2015,May,June,132
PEMBROKE CLIMATE,14.2,30.9,-4.3,,87.8,14.7,2015,May,June,132
PETAWAWA AWOS 2,13.2,29.3,-4.8,,73.5,8.7,2015,May,June,132
ST. ALBERT,16.0,31.0,-1.5,0.0,86.2,34.7,2015,May,June,132
PETAWAWA HOFFMAN,15.7,32.5,-2.5,0.0,102.6,24.1,2015,May,June,132
BALACLAVA,,,,0.0,59.0,,2015,May,June,132
BALDWIN,15.5,32.0,-2.5,0.0,68.7,30.6,2015,May,June,132
BARRIE LANDFILL,14.1,31.5,0.0,0.0,50.4,16.8,2015,May,June,132
BEATRICE CLIMATE,12.6,29.5,-4.3,,73.7,10.5,2015,May,June,132
COLDWATER WARMINSTER,15.4,30.0,1.0,0.0,46.6,31.3,2015,May,June,132
COLLINGWOOD,13.5,29.4,1.2,,36.6,19.8,2015,May,June,132
LAGOON CITY,14.2,27.5,2.6,,,10.3,2015,May,June,132
MARKDALE,14.5,29.5,-3.0,0.4,64.2,24.0,2015,May,June,132
MIDLAND WATER POLLUTION CONTROL PLANT,14.4,30.0,2.0,0.0,24.0,12.5,2015,May,June,132
MUSKOKA,13.3,30.0,-3.5,,55.6,17.2,2015,May,June,132
NIPISSING,,,,0.0,84.4,,2015,May,June,132
ORILLIA BRAIN,18.4,29.5,8.5,0.0,20.6,12.2,2015,May,June,132
PARRY SOUND CCG,12.9,28.0,0.7,,15.8,6.6,2015,May,June,132
RAVENSCLIFFE,14.2,31.0,-4.0,0.0,77.8,19.3,2015,May,June,132
SHANTY BAY,15.3,30.5,-1.0,0.0,38.3,28.2,2015,May,June,132
BARRIE-ORO,14.0,29.7,-2.4,,28.5,16.7,2015,May,June,132
SPRUCEDALE,,,,0.0,73.2,,2015,May,June,132
THORNBURY 3,,,,0.0,63.7,,2015,May,June,132
UDORA,15.5,31.0,-1.5,0.0,55.6,28.8,2015,May,June,132
WIARTON A,12.5,28.0,-0.5,0.0,69.6,7.7,2015,May,June,132
WESTERN ISLAND (AUT),10.9,25.1,2.5,,,0.2,2015,May,June,132
BORDEN AWOS,14.6,32.8,-4.0,,30.0,29.0,2015,May,June,132
EGBERT CS,14.8,30.8,-2.1,,30.6,23.2,2015,May,June,132
COVE ISLAND (AUT),9.2,24.1,2.5,,,0.0,2015,May,June,132
GODERICH,13.5,28.3,-0.6,,51.0,17.4,2015,May,June,132
KINCARDINE,13.8,28.0,-0.5,0.0,30.0,17.4,2015,May,June,132
SARNIA,14.6,30.0,-0.4,,84.8,27.5,2015,May,June,132
SARNIA CLIMATE,14.8,30.4,-0.5,,76.7,27.9,2015,May,June,132
TOBERMORY RCS,10.4,24.1,0.5,,76.0,0.0,2015,May,June,132
WROXETER,,,,0.0,50.4,,2015,May,June,132
AMHERSTBURG,18.2,30.5,1.0,0.0,137.2,43.9,2015,May,June,132
CHATHAM WPCP,16.5,29.0,1.0,0.0,32.7,26.5,2015,May,June,132
DELHI CS,15.4,30.6,-4.0,,63.0,34.7,2015,May,June,132
FORT ERIE,15.2,32.0,-1.0,0.0,104.8,30.8,2015,May,June,132
GRIMSBY MOUNTAIN,16.6,32.6,1.0,0.0,71.7,42.2,2015,May,June,132
HARROW CDA AUTO,16.3,28.6,2.2,,,33.9,2015,May,June,132
KINGSVILLE MOE,16.3,27.0,4.0,0.0,162.9,32.6,2015,May,June,132
LONG POINT (AUT),13.7,26.0,3.9,,,3.1,2015,May,June,132
NEW GLASGOW,14.8,27.0,-1.0,0.0,89.0,16.5,2015,May,June,132
PORT COLBORNE,15.2,29.0,2.0,0.0,24.2,17.4,2015,May,June,132
PORT WELLER (AUT),13.9,27.8,4.7,,45.7,7.3,2015,May,June,132
RAINHAM CENTURY FARM,13.3,25.0,-1.5,0.0,60.6,0.8,2015,May,June,132
RIDGETOWN RCS,16.2,29.9,-1.4,,90.1,38.6,2015,May,June,132
ST THOMAS WPCP,16.0,30.0,-1.0,0.0,49.7,27.7,2015,May,June,132
TILLSONBURG NORTH,16.4,31.0,-2.5,0.0,60.3,45.5,2015,May,June,132
TILLSONBURG WWTP,,,,0.0,57.3,,2015,May,June,132
VINELAND STATION RCS,14.7,30.6,1.7,,47.6,24.4,2015,May,June,132
WELLAND-PELHAM,15.9,30.4,-1.9,,71.2,34.2,2015,May,June,132
WINDSOR RIVERSIDE,17.9,31.0,2.5,0.0,111.7,64.1,2015,May,June,132
WINDSOR A,16.7,29.8,2.3,0.0,147.2,36.9,2015,May,June,132
PORT COLBORNE (AUT),13.5,26.6,4.1,,,7.1,2015,May,June,132
ERIEAU (AUT),13.3,24.5,4.2,,,0.7,2015,May,June,132
POINT PELEE CS,15.5,29.0,-0.4,,,26.9,2015,May,June,132
BRANTFORD AIRPORT,16.1,31.5,-2.2,,48.4,41.5,2015,May,June,132
DORCHESTER,,,,0.0,69.4,,2015,May,June,132
ELORA RCS,14.7,29.5,-3.0,,48.0,24.4,2015,May,June,132
FERGUS SHAND DAM,15.5,30.0,-1.0,0.0,51.4,31.2,2015,May,June,132
FERGUS MOE,14.8,29.5,0.0,0.0,54.0,25.7,2015,May,June,132
FOLDENS,16.0,29.0,0.5,0.0,64.8,37.8,2015,May,June,132
GUELPH TURFGRASS,15.1,30.2,-3.7,,,26.0,2015,May,June,132
JAMESTOWN,,,,0.0,51.2,,2015,May,June,132
KITCHENER/WATERLOO,15.2,30.5,-3.2,,66.1,29.8,2015,May,June,132
LONDON A,15.7,30.1,-1.3,,,35.4,2015,May,June,132
LONDON CS,15.7,29.3,-1.5,,60.2,34.9,2015,May,June,132
MOUNT FOREST (AUT),14.4,29.4,-1.4,,48.1,23.4,2015,May,June,132
ROSEVILLE,15.7,30.0,-2.0,0.0,86.0,30.5,2015,May,June,132
STRATFORD WWTP,15.3,30.5,-1.0,0.0,12.0,26.9,2015,May,June,132
STRATHROY-MULLIFARRY,16.1,31.0,-2.0,0.0,67.0,43.3,2015,May,June,132
WOODSTOCK,15.3,28.0,-0.5,0.0,6.7,10.9,2015,May,June,132
BELLEVILLE,15.9,29.0,-0.5,0.0,46.8,23.6,2015,May,June,132
BLACKSTOCK,14.9,28.0,-2.0,0.0,83.0,19.9,2015,May,June,132
BURLINGTON PIERS (AUT),14.5,28.7,4.8,,,16.5,2015,May,June,132
CENTREVILLE,15.8,29.0,-2.0,0.0,42.4,20.8,2015,May,June,132
COBOURG (AUT),12.1,23.2,-0.7,,44.9,0.0,2015,May,June,132
COBOURG STP,12.7,21.5,4.0,0.0,9.4,0.0,2015,May,June,132
GEORGETOWN WWTP,15.3,30.0,-1.0,0.0,7.2,22.5,2015,May,June,132
HAMILTON A,15.6,30.4,-0.4,0.0,71.4,30.5,2015,May,June,132
HAMILTON RBG CS,15.4,30.8,-0.6,,53.7,24.9,2015,May,June,132
KALADAR,16.0,29.5,-2.5,0.0,74.9,26.8,2015,May,June,132
OAKVILLE TWN,16.8,30.5,1.5,0.0,59.5,37.5,2015,May,June,132
ORANGEVILLE MOE,14.5,30.0,-3.0,0.0,55.8,27.2,2015,May,June,132
OSHAWA,14.4,26.6,-2.0,,65.9,10.6,2015,May,June,132
OSHAWA WPCP,14.2,26.0,0.0,0.0,54.9,1.8,2015,May,June,132
POINT PETRE (AUT),13.8,22.4,7.0,,17.7,0.0,2015,May,June,132
MONO CENTRE,14.5,29.0,-1.5,,57.3,19.9,2015,May,June,132
STIRLING,,,,0.0,12.8,,2015,May,June,132
TORONTO CITY,16.3,28.0,4.1,,50.1,26.5,2015,May,June,132
TORONTO CITY CENTRE,13.4,24.6,3.8,,28.7,1.1,2015,May,June,132
TORONTO BUTTONVILLE A,17.7,29.1,2.0,0.0,33.3,15.7,2015,May,June,132
TORONTO INTL A,16.2,29.4,1.1,0.0,62.8,34.1,2015,May,June,132
TORONTO EAST YORK DUSTAN,16.8,30.5,2.5,0.0,54.3,39.8,2015,May,June,132
TRENTON A,15.2,29.1,-2.0,0.0,40.8,15.9,2015,May,June,132
UXBRIDGE WEST,14.8,28.0,-2.3,,59.9,22.1,2015,May,June,132
MOUNTAINVIEW,16.1,30.5,-1.5,0.0,37.0,28.9,2015,May,June,132
TORONTO BUTTONVILLE A,15.6,29.1,3.3,0.0,23.2,13.7,2015,May,June,132
TORONTO NORTH YORK,16.5,30.0,-0.5,0.0,90.0,39.1,2015,May,June,132
COE HILL,14.9,29.0,-1.5,0.0,66.0,13.3,2015,May,June,132
HALIBURTON 3,13.7,28.5,-5.5,0.0,64.5,17.4,2015,May,June,132
PETERBOROUGH,14.2,29.1,-2.6,,52.1,11.6,2015,May,June,132
PETERBOROUGH TRENT U,15.0,29.5,0.4,,6.5,5.9,2015,May,June,132
SONYA SUNDANCE MEADOWS,,,,0.0,71.0,,2015,May,June,132
TAPLEY,,,,0.0,76.0,,2015,May,June,132
BANCROFT AUTO,13.1,29.0,-7.0,,41.8,12.5,2015,May,June,132
BIG TROUT LAKE READAC,8.2,26.8,-11.8,,28.5,0.0,2003,May,June,288
EAR FALLS (AUT),12.2,25.8,-4.3,,19.4,0.0,2003,May,June,288
LANSDOWNE HOUSE (AUT),9.7,28.4,-10.1,,50.3,0.9,2003,May,June,288
PICKLE LAKE A,11.8,26.8,-8.1,0.0,38.6,1.4,2003,May,June,288
RED LAKE A,12.1,25.6,-6.1,0.0,60.6,0.0,2003,May,June,288
ATIKOKAN MARMION,11.6,26.5,-8.0,0.0,64.9,0.0,2003,May,June,288
BARWICK,12.2,27.5,-5.0,0.0,35.8,0.0,2003,May,June,288
ATIKOKAN (AUT),10.7,26.1,-6.6,,63.4,0.0,2003,May,June,288
FORT FRANCES A,11.8,27.0,-6.0,0.0,45.6,0.0,2003,May,June,288
MINE CENTRE,11.3,26.5,-8.0,0.0,52.6,0.0,2003,May,June,288
RAINY RIVER,12.8,27.0,-1.5,0.0,64.2,0.5,2003,May,June,288
STRATTON ROMYN,,,,0.0,43.0,,2003,May,June,288
DRYDEN A,12.9,27.3,-2.6,0.0,39.8,1.9,2003,May,June,288
DRYDEN 'A' (AUT),12.9,27.3,-2.6,,15.0,1.9,2003,May,June,288
KENORA A,13.1,24.5,-1.4,0.0,68.7,0.5,2003,May,June,288
RAWSON LAKE,12.4,25.5,-3.0,0.0,50.1,0.0,2003,May,June,288
SIOUX LOOKOUT A,12.7,26.6,-4.8,0.0,45.8,0.1,2003,May,June,288
ARMSTRONG (AUT),9.4,28.6,-10.1,,12.0,0.0,2003,May,June,288
CAMERON FALLS (AUT),9.7,28.8,-7.6,,52.2,0.0,2003,May,June,288
CARIBOU ISLAND (AUT),6.9,19.3,-0.2,,72.6,0.0,2003,May,June,288
GERALDTON A,10.0,27.8,-8.0,0.0,40.6,0.0,2003,May,June,288
FLINT,9.1,28.0,-10.0,0.0,70.1,0.0,2003,May,June,288
PUKASKWA (AUT),9.3,25.2,-4.1,,34.0,0.0,2003,May,June,288
PUKASKWA NATL PARK,9.5,25.2,-4.1,,47.0,0.0,2003,May,June,288
TERRACE BAY A,9.0,24.8,-9.2,0.0,59.6,0.0,2003,May,June,288
THUNDER BAY A,9.1,28.4,-7.2,0.0,51.5,0.0,2003,May,June,288
THUNDER BAY AWOS,9.1,28.4,-7.2,,51.5,0.0,2003,May,June,288
TRANQUILLO RIDGE,9.7,28.9,-7.3,0.0,83.3,0.0,2003,May,June,288
UPSALA (AUT),9.9,26.1,-7.9,,36.0,0.0,2003,May,June,288
WELCOME ISLAND (AUT),9.7,22.6,-1.9,,,0.0,2003,May,June,288
WHITEFISH LAKE,9.0,27.5,-8.5,0.0,72.4,0.0,2003,May,June,288
KATATOTA ISLAND (AUT),7.2,19.1,-6.5,,53.4,0.0,2003,May,June,288
ELLIOT LAKE A,11.5,22.0,0.0,0.0,122.8,0.0,2003,May,June,288
SAULT STE MARIE A,10.4,26.3,-3.1,0.0,45.7,0.0,2003,May,June,288
WAWA A,9.4,24.6,-5.7,0.0,106.8,0.0,2003,May,June,288
KILLARNEY (AUT),10.0,18.2,3.3,,,0.0,2003,May,June,288
CHAPLEAU A,10.1,26.4,-5.6,0.0,68.6,0.0,2003,May,June,288
MASSEY,11.0,22.0,-5.0,0.0,103.8,0.0,2003,May,June,288
MONETVILLE,11.2,26.5,-5.0,0.0,104.6,0.0,2003,May,June,288
SUDBURY A,10.8,23.8,-1.1,0.0,108.0,0.0,2003,May,June,288
BONNER LAKE,10.3,28.5,-9.0,0.0,54.9,0.3,2003,May,June,288
EARLTON AWOS,10.6,26.4,-4.3,,60.0,0.0,2003,May,June,288
EARLTON A,10.8,27.1,-4.0,0.0,66.0,0.0,2003,May,June,288
KAPUSKASING A,10.5,28.1,-7.3,0.0,60.6,1.6,2003,May,June,288
KAPUSKASING CDA ON,8.8,26.3,-9.6,,48.4,0.0,2003,May,June,288
KIRKLAND LAKE CS,10.5,24.9,-5.3,,64.2,0.0,2003,May,June,288
MOOSONEE UA,7.9,29.5,-9.0,0.6,30.4,1.3,2003,May,June,288
MOOSONEE A,8.0,29.5,-8.7,,34.5,2.8,2003,May,June,288
NAGAGAMI (AUT),9.9,29.1,-8.8,,53.4,0.3,2003,May,June,288
TIMMINS VICTOR POWER A,10.4,27.5,-7.2,0.0,48.0,2.3,2003,May,June,288
DWIGHT,10.4,25.0,-4.0,0.0,125.4,0.0,2003,May,June,288
FRENCH R CHAUDIERE DAM,10.9,27.0,-4.0,0.0,78.4,0.0,2003,May,June,288
NORTH BAY A,11.3,26.3,-1.2,0.0,104.8,0.7,2003,May,June,288
GORE BAY A,10.6,23.2,-2.6,,70.5,0.0,2003,May,June,288
GREAT DUCK ISLAND (AUT),7.9,16.6,0.4,,0.0,0.0,2003,May,June,288
SANDFIELD,10.1,22.0,-4.0,0.0,149.0,0.0,2003,May,June,288
APPLETON,12.5,26.5,-0.5,0.0,123.2,0.0,2003,May,June,288
AVONMORE,12.8,29.0,-1.0,0.0,130.4,1.0,2003,May,June,288
BROCKVILLE PCC,13.4,26.0,1.0,0.0,151.1,0.5,2003,May,June,288
CHALK RIVER AECL,12.5,27.5,-2.0,0.0,102.4,0.5,2003,May,June,288
COMBERMERE,10.9,25.0,-3.0,0.0,106.1,0.0,2003,May,June,288
CORNWALL,13.5,29.0,0.0,0.0,161.5,3.5,2003,May,June,288
DALHOUSIE MILLS,12.8,28.5,-2.0,0.0,126.8,0.5,2003,May,June,288
GODFREY,10.1,21.0,-1.5,0.0,27.6,0.0,2003,May,June,288
DRUMMOND CENTRE,12.4,27.0,-1.5,0.0,95.0,0.0,2003,May,June,288
GRENADIER ISLAND,13.0,25.6,1.9,,152.0,0.0,2003,May,June,288
HARTINGTON IHD,12.6,25.0,1.0,0.0,117.2,0.0,2003,May,June,288
KEMPTVILLE CS,12.6,27.4,-0.1,,127.8,0.0,2003,May,June,288
KINGSTON PUMPING STATION,12.7,25.0,1.0,0.0,118.0,0.0,2003,May,June,288
LYNDHURST SHAWMERE,12.8,26.5,-1.0,0.0,119.4,0.0,2003,May,June,288
MORRISBURG,13.1,28.0,-1.0,0.0,123.2,1.0,2003,May,June,288
NORTH GOWER,12.9,28.5,-2.0,0.0,126.4,0.5,2003,May,June,288
OAK VALLEY,13.0,28.0,0.0,0.0,120.4,0.0,2003,May,June,288
OMPAH,11.7,26.0,-1.0,0.0,88.6,0.0,2003,May,June,288
OMPAH-SEITZ,12.0,27.0,-1.0,0.0,110.0,0.0,2003,May,June,288
OTTAWA CDA,13.5,26.9,2.1,0.0,152.9,0.3,2003,May,June,288
OTTAWA CDA RCS,13.2,26.6,1.8,,116.6,0.3,2003,May,June,288
OTTAWA MACDONALD-CARTIER INT'L  A,13.0,27.3,1.2,0.0,129.4,0.1,2003,May,June,288
PEMBROKE SE,12.4,28.5,-4.0,0.0,134.1,0.5,2003,May,June,288
PETAWAWA A,11.2,27.5,-4.2,,103.0,0.0,2003,May,June,288
RUSSELL,12.6,28.0,-1.0,0.0,121.8,0.5,2003,May,June,288
ST. ALBERT,12.3,27.5,-1.0,0.0,131.8,0.0,2003,May,June,288
PETAWAWA HOFFMAN,12.1,27.5,-3.0,0.0,103.3,0.0,2003,May,June,288
ALLISTON NELSON,12.1,24.5,-1.0,0.0,65.4,0.0,2003,May,June,288
BARRIE (AUT),10.0,23.7,-1.2,,53.8,0.0,2003,May,June,288
BARRIE WPCC,11.4,24.5,1.0,0.0,81.3,0.0,2003,May,June,288
BEATRICE 2,11.0,25.0,-3.5,0.0,112.8,0.0,2003,May,June,288
BEAUSOLEIL,11.1,23.1,0.3,,3.6,0.0,2003,May,June,288
CHATSWORTH,10.8,25.5,-3.0,0.0,102.0,0.0,2003,May,June,288
COLDWATER WARMINSTER,11.9,23.0,1.5,0.0,89.0,0.0,2003,May,June,288
COLLINGWOOD,10.5,24.9,-0.4,,67.6,0.0,2003,May,June,288
COOKSTOWN,11.1,24.0,-3.0,0.0,76.7,0.0,2003,May,June,288
DUNCHURCH,11.1,26.0,-5.0,0.0,101.2,0.0,2003,May,June,288
DURHAM,11.2,24.0,-1.5,0.0,94.0,0.0,2003,May,June,288
HANOVER,11.2,24.5,-2.5,0.0,110.3,0.0,2003,May,June,288
HONEY HBR BEAUSOLEIL,11.1,23.1,0.3,,96.5,0.0,2003,May,June,288
HUNTSVILLE WPCP,11.1,25.5,-3.0,0.0,127.9,0.0,2003,May,June,288
LAGOON CITY,11.3,22.3,2.2,,70.4,0.0,2003,May,June,288
MIDLAND WATER POLLUTION CONTROL PLANT,11.9,24.5,1.0,0.0,79.7,0.0,2003,May,June,288
MUSKOKA A,11.1,24.8,-3.0,0.0,100.9,0.0,2003,May,June,288
ORILLIA BRAIN,11.9,22.5,1.5,0.0,79.2,0.0,2003,May,June,288
OWEN SOUND MOE,10.5,26.0,0.0,0.0,83.5,0.0,2003,May,June,288
PARRY SOUND CCG,11.6,25.9,-0.5,,77.6,0.0,2003,May,June,288
PARRY SOUND HARBOUR,11.5,26.5,-2.0,0.0,97.3,0.0,2003,May,June,288
PORT LAW,9.6,22.0,-3.0,0.0,69.0,0.0,2003,May,June,288
POWASSAN,10.6,26.0,-4.0,0.0,87.0,0.0,2003,May,June,288
PRICEVILLE,,,,0.0,108.7,,2003,May,June,288
ROCKLYN,10.3,24.0,0.0,0.0,98.9,0.0,2003,May,June,288
SHANTY BAY,11.4,23.0,-1.0,0.0,73.0,0.0,2003,May,June,288
TROUT CREEK,,,,0.0,89.6,,2003,May,June,288
UDORA,11.8,23.0,-1.5,0.0,89.4,0.0,2003,May,June,288
WALTERS FALLS,10.7,24.0,-1.0,0.0,70.0,0.0,2003,May,June,288
WIARTON A,10.1,25.4,-0.9,0.0,101.2,0.0,2003,May,June,288
WILDER LAKE,10.8,23.0,-2.0,0.0,100.3,0.0,2003,May,June,288
EGBERT CS,10.8,22.4,-1.7,,50.5,0.0,2003,May,June,288
THORNBURY SLAMA,10.0,25.0,-2.0,0.0,68.6,0.0,2003,May,June,288
EGBERT CARE,11.4,24.0,-2.0,0.0,66.1,0.0,2003,May,June,288
BLYTH,10.6,21.5,1.0,0.0,171.5,0.0,2003,May,June,288
